"task_view","task_view_descr","package","Date","Title","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","Archs","MD5sum","NeedsCompilation","File","Repository"
"OfficialStatistics","Official Statistics & Survey Statistics","CalibrateSSB","2020-08-04","Weighting and Estimation for Panel Data with Non-Response","1.3.0",NA,"R (>= 3.0.0), survey","methods",NA,"ReGenesees, testthat (>= 2.1.0)",NA,"GPL-2",NA,NA,NA,NA,"a0895048d0f2b7bdace297c0ecc7206b","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","cancensus","2022-02-08","Access, Retrieve, and Work with Canadian Census Data and
Geography","0.5.0",NA,"R (>= 2.10)","digest (>= 0.1), dplyr (>= 0.7), httr (>= 1.0.0), jsonlite (>=
1.0), rlang",NA,"knitr, ggplot2, leaflet, mapdeck, rmarkdown, readr, rgdal,
rgeos, scales, sp, sf, geojsonsf, tidyr, lwgeom",NA,"MIT + file LICENSE",NA,NA,NA,NA,"34fd399a78dcb37adc3f11629f5b0ba2","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","cat","2012-10-30","Analysis of categorical-variable datasets with missing values","0.0-6.5",NA,NA,NA,NA,NA,NA,"file LICENSE","yes","no",NA,NA,"39afb9aa50efc206917cbf31a348719e","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","cbsodataR","2020-09-14","Statistics Netherlands (CBS) Open Data API Client","0.5.1",NA,NA,"whisker, jsonlite, utils",NA,"knitr, rmarkdown, dplyr, shiny, testthat (>= 2.1.0)",NA,"GPL-2",NA,NA,NA,NA,"6d3a2dffb136b6d406e960b8a95b7bfc","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","censusapi","2020-10-14","Retrieve Data from the Census APIs","0.7.1",NA,"R (>= 3.0.0)","httr, jsonlite",NA,"knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"401aa70bcd17f33381d780078a645133","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","censusGeography","2016-08-29","Changes United States Census Geographic Code into Name of
Location","0.1.0",NA,"R (>= 2.10)","qdapTools",NA,NA,NA,"GPL",NA,NA,NA,NA,"f2aca9086a0d3dd42ec97c91e592b8f5","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","CoImp","2019-06-28","Copula Based Imputation Method","1.0",NA,"R (>= 3.6.0), methods, copula","nnet, gtools, locfit",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"399a8fb0aca50c73e04486f09e1f3fe6","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","collapse","2022-02-11","Advanced and Fast Data Transformation","1.7.6",NA,"R (>= 2.10)","Rcpp (>= 1.0.1)","Rcpp","fastverse, data.table, magrittr, kit, sf, plm, fixest, vars,
RcppArmadillo, RcppEigen, dplyr, ggplot2, scales,
microbenchmark, testthat, covr, knitr, rmarkdown",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"355bb4775b9c2efbeda4c8cdd41bbf0e","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","convey","2021-07-29","Income Concentration Analysis with Complex Survey Samples","0.2.4",NA,"R (>= 3.2.1)","survey (>= 4.1), methods",NA,"testthat, knitr, rmarkdown, IC2, vardpoor, laeken, DBI,
RODBC, RSQLite, srvyr",NA,"GPL-3",NA,NA,NA,NA,"9f6ab46b667e4bdb9f4779d5f6255a5f","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","deducorrect","2015-07-15","Deductive Correction, Deductive Imputation, and Deterministic
Correction","1.3.7",NA,"editrules (>= 2.9.0)","stats, utils, methods",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"7293714bade6233a8b6f23c7a828c9d7","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","DHS.rates","2021-12-09","Calculates Demographic Indicators","0.9.1",NA,"R(>= 3.4.0)","reshape, survey, stats, haven, matrixStats, dplyr, rlang,
crayon",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"807bae04388f5966a690c5a9918e913a","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","easySdcTable","2022-01-03","Easy Interface to the Statistical Disclosure Control Package
'sdcTable' Extended with the 'GaussSuppression' Method","1.0.1",NA,"SSBtools","sdcTable, shiny, methods, Matrix",NA,"knitr, rmarkdown, RegSDC, testthat (>= 2.1.0)",NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"95ffb36fa33929a6d8c4354f89ea69e0","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","editrules","2018-07-01","Parsing, Applying, and Manipulating Data Cleaning Rules","2.9.3",NA,"R (>= 2.12.0), igraph","lpSolveAPI",NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"cc1533a8e76f45cb7be394317f4a4616","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","EdSurvey","2021-10-05","Analysis of NCES Education Survey and Assessment Data","2.7.1",NA,"R (>= 3.5.0), car, lfactors (>= 1.0.3)","data.table (>= 1.11.4), Formula, glm2, haven (>= 2.2.0), LaF
(>= 0.7), lme4, MASS, Matrix, methods, NAEPprimer, quantreg,
readxl, tibble, wCorr, NAEPirtparams, WeMix (>= 3.1.8), xtable,
Dire",NA,"dplyr, knitr, testthat, withr, rmarkdown, RColorBrewer,
doParallel, parallel",NA,"GPL-2",NA,NA,NA,NA,"79f4913135225c35dbb001242e54cd79","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","emdi","2022-01-04","Estimating and Mapping Disaggregated Indicators","2.1.1",NA,"R (>= 3.5.0)","nlme, moments, ggplot2, MuMIn, gridExtra, openxlsx, reshape2,
stats, stringr, parallelMap, HLMdiag, parallel, boot, MASS,
readODS, formula.tools, saeRobust, spdep",NA,"testthat, R.rsp, simFrame, laeken, rgeos, maptools, graphics",NA,"GPL-2",NA,NA,NA,NA,"815396048f91938f5ad0f8dfe69b6fb8","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","errorlocate","2021-05-03","Locate Errors with Validation Rules","0.9.9",NA,"validate","lpSolveAPI, methods, parallel",NA,"testthat (>= 2.1.0), covr, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"afe2368315e58d178b1c52d9d002cc75","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","eurostat","2022-02-09","Tools for Eurostat Open Data","3.7.10",NA,"methods, R (>= 3.1.0)","broom, classInt, countrycode, curl, dplyr, httr, jsonlite,
lubridate, rappdirs, readr, RefManageR, regions, stringi,
stringr, tibble, tidyr",NA,"RColorBrewer, knitr, rmarkdown, sf, sp, testthat (>= 3.0.0),
remotes",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"88fa99f3b311e48eb545f19ca5e3fd00","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","extremevalues","2020-05-18","Univariate Outlier Detection","2.3.3",NA,"R (>= 2.8.0)","gWidgets2, gWidgets2tcltk, utils, stats, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"7cd121e4de3d08249527d0ae7f66d9f9","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","FAOSTAT","2022-01-05","Download Data from the FAOSTAT Database","2.2.3",NA,NA,"RJSONIO (>= 0.96-0), plyr (>= 1.7.1), data.table (>= 1.8.2),
MASS (>= 7.3-22), classInt (>= 0.1-19), ggplot2 (>= 0.9.3),
labeling (>= 0.1), XML (>= 3.0)",NA,"knitr, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"490b429341a98328bdf4dccda85097d3","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","FFD","2021-01-07","Freedom from Disease","1.0-8",NA,"R (>= 2.10), methods, graphics, tcltk, R2HTML",NA,NA,"tkrplot",NA,"GPL (>= 2)",NA,NA,NA,NA,"75c5cac961707157537d5b8cd704643d","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","foreign","2022-01-13","Read Data Stored by 'Minitab', 'S', 'SAS', 'SPSS', 'Stata',
'Systat', 'Weka', 'dBase', ...","0.8-82","recommended","R (>= 4.0.0)","methods, utils, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"521555e6a52cce40d56ad652c94e4f29","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","Frames2","2015-12-12","Estimation in Dual Frame Surveys","0.2.1",NA,NA,"sampling, MASS, nnet",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"bd5075393975fd7d9cf3eef9e4cbeee7","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","GeomComb","2016-11-27","(Geometric) Forecast Combination Methods","1.0",NA,"R (>= 3.0.2)","forecast (>= 7.3), ForecastCombinations (>= 1.1), ggplot2 (>=
2.1.0), Matrix (>= 1.2-6), mtsdi (>= 0.3.3), psych (>= 1.6.9)",NA,"testthat (>= 1.0.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"e12944029bcf11d0a44690b61d2e646d","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","haven","2021-08-04","Import and Export 'SPSS', 'Stata' and 'SAS' Files","2.4.3",NA,"R (>= 3.2)","forcats (>= 0.2.0), hms, methods, readr (>= 0.1.0), rlang (>=
0.4.0), tibble, tidyselect, vctrs (>= 0.3.0)","cpp11","cli, covr, crayon, fs, knitr, pillar (>= 1.4.0), rmarkdown,
testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"bfdf924e22ae9a4b8f320571d7386957","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","hbsae","2022-03-05","Hierarchical Bayesian Small Area Estimation","1.2",NA,"R (>= 2.15.2)","Matrix, methods",NA,"mcmcsae, survey, knitr, hypergeo, testthat",NA,"GPL-3",NA,NA,NA,NA,"01c77d2935e8142fdfb465c2f2f1d176","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","Hmisc","2021-10-07","Harrell Miscellaneous","4.6-0",NA,"lattice, survival (>= 3.1-6), Formula, ggplot2 (>= 2.2)","methods, latticeExtra, cluster, rpart, nnet, foreign, gtable,
grid, gridExtra, data.table, htmlTable (>= 1.11.0), viridis,
htmltools, base64enc",NA,"acepack, chron, rms, mice, tables, knitr, plotly (>= 4.5.6),
rlang, plyr, VGAM",NA,"GPL (>= 2)",NA,NA,NA,NA,"0c2f92d29e276a1f179806ef6cc469b9","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","IC2","2012-08-10","Inequality and Concentration Indices and Curves","1.0-1",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"a1cd090ed4a561b6930b826fbaed8c65","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","icarus","2019-08-20","Calibrates and Reweights Units in Samples","0.3.1",NA,"R (>= 3.1.1)",NA,NA,"testthat, ggplot2, Rglpk, slam, xtable, magrittr",NA,"GPL-3",NA,NA,NA,NA,"71e28bfa7af0870de7ef49c0aee1ab6e","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","idbr","2021-04-11","R Interface to the US Census Bureau International Data Base API","1.0",NA,"R (>= 3.0.0)","jsonlite, dplyr, httr, countrycode, purrr, rnaturalearthdata,
sf",NA,"tidyr, plotly",NA,"MIT + file LICENSE",NA,NA,NA,NA,"7fab8f53b829e0f5a5238e69d9385f83","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","inegiR","2019-07-14","Integrate INEGI’s (Mexican Stats Office) API with R","3.0.0",NA,"R (>= 2.10)","zoo, XML, plyr, jsonlite, lubridate, tibbletime",NA,NA,NA,"CC0",NA,NA,NA,NA,"6b4564d64ee89eb2fa2193c2fe4ab39b","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","ineq","2014-07-21","Measuring Inequality, Concentration, and Poverty","0.2-13",NA,"R (>= 2.10.0)","stats, graphics, grDevices",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"e2561a25905ac60168c18bb4f6c1b253","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","insee","2022-03-10","Tools to Easily Download Data from INSEE BDM Database","1.1.4",NA,"R (>= 2.10)","httr, xml2, tibble, dplyr, stringr, tidyselect, rlang, purrr,
crayon, openssl, rappdirs, readsdmx",NA,"tidyverse, lubridate, prettydoc, htmltools, kableExtra,
knitr, rmarkdown, markdown, magrittr, testthat, covr, png",NA,"GPL-3",NA,NA,NA,NA,"a75aec064257a9417b018cfdb399e3f6","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","ipumsr","2020-07-21","Read 'IPUMS' Extract Files","0.4.5",NA,"R (>= 3.5.0)","dplyr (>= 0.7.0), haven (>= 2.2.0), hipread (>= 0.2.0), purrr,
R6, raster, readr, rlang, tibble, tidyselect, xml2, zeallot",NA,"DT, ggplot2, htmltools, knitr, rgdal, rmarkdown, rstudioapi,
scales, sf, sp, shiny, testthat, covr, biglm, DBI, RSQLite,
dbplyr",NA,"Mozilla Public License 2.0",NA,NA,NA,NA,"3445f5d4a086f8d624eab9dcfff6720b","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","JoSAE","2018-05-06","Unit-Level and Area-Level Small Area Estimation","0.3.0",NA,"nlme",NA,NA,"lattice,xtable",NA,"GPL-2",NA,NA,NA,NA,"247f0c1d0a5acf34fab9d66b8fc6e78e","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","laeken","2021-10-06","Estimation of Indicators on Social Exclusion and Poverty","0.5.2",NA,"R (>= 3.2.0)","boot, MASS",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"c822cf785fcb002bad492bbe478c9ecf","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","lavaan","2022-01-25","Latent Variable Analysis","0.6-10",NA,"R(>= 3.4)","methods, stats4, stats, utils, graphics, MASS, mnormt,
pbivnorm, numDeriv",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"ff1d4d2375097fc59ab4486a5c451d5e","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","lavaan.survey","2016-12-22","Complex Survey Structural Equation Modeling (SEM)","1.1.3.1",NA,"R(>= 2.14.0), lavaan(>= 0.5-20), survey(>= 3.30-3)","MASS",NA,"testthat, mice, mitools",NA,"GPL (>= 2)",NA,NA,NA,NA,"0835f5603fc85a595d62539dd1212117","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","lme4","2022-02-05","Linear Mixed-Effects Models using 'Eigen' and S4","1.1-28",NA,"R (>= 3.2.0), Matrix (>= 1.2-1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)","Rcpp (>= 0.10.5), RcppEigen","knitr, rmarkdown, PKPDmodels, MEMSS, testthat (>= 0.8.1),
ggplot2, mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR3,
numDeriv, car, dfoptim, mgcv, statmod, rr2, semEff, tibble",NA,"GPL (>= 2)",NA,NA,NA,NA,"84e50e00d47ccc2b2eee2cf43c6003e6","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","longCatEDA","2017-04-18","Package for Plotting Categorical Longitudinal and Time-Series
Data","0.31",NA,"methods, stats",NA,NA,"RColorBrewer, colorspace, MASS, ggplot2",NA,"GPL (>= 3)",NA,NA,NA,NA,"73427449976bdd3c22dfbf26d0f7e4a7","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","mapStats","2015-04-22","Geographic Display of Survey Data Statistics","2.4",NA,"R (>= 3.0.2), survey, lattice, maptools","RColorBrewer, Hmisc, classInt, sp, colorspace, reshape2",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"b32d8c84ce88249a30f184b0004a10fb","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","MatchIt","2022-03-08","Nonparametric Preprocessing for Parametric Causal Inference","4.3.4",NA,"R (>= 3.1.0)","backports (>= 1.1.9), Rcpp (>= 1.0.7)","Rcpp, RcppProgress","optmatch, Matching, rgenoud, nnet, rpart, mgcv, CBPS (>=
0.17), dbarts, randomForest (>= 4.7-1), glmnet (>= 4.0), gbm
(>= 2.1.7), cobalt (>= 4.2.3), boot, lmtest, sandwich (>=
2.5-1), survival, RcppProgress (>= 0.4.2), Rglpk, Rsymphony,
gurobi, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"fe42b1ec1a9dffd4b5da7fffb69d2447","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","MatchThem","2021-08-23","Matching and Weighting Multiply Imputed Datasets","1.0.1",NA,"R (>= 3.6.0)","MatchIt (>= 4.0.0), mice, rlang, survey, WeightIt",NA,"Amelia, cobalt (>= 4.0.0), R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"ded2472038786e4f96a3db7250be5f8e","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","MBHdesign","2022-01-25","Spatial Designs for Ecological and Environmental Surveys","2.2.2",NA,NA,"mgcv, geometry, randtoolbox, mvtnorm, stats, class, parallel,
raster",NA,"fields, graphics, knitr, spsurvey, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"2d7bac10553f2571c6c066c568d0897f","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","memisc","2021-10-08","Management of Survey Data and Presentation of Analysis Results","0.99.30.7",NA,"R (>= 3.3.0), lattice, stats, methods, utils, MASS","grid, repr, data.table",NA,"splines, knitr, rmarkdown, sandwich","AER, car, eha, lme4, ordinal, simex, tibble, haven","GPL-2",NA,NA,NA,NA,"2e798edd76360383543b764d9f2d4bb3","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","mi","2015-04-16","Missing Data Imputation and Model Checking","1.0",NA,"R (>= 3.0.0), methods, Matrix, stats4","arm (>= 1.4-11)",NA,"betareg, lattice, knitr, MASS, nnet, parallel, sn, survival,
truncnorm, foreign",NA,"GPL (>= 2)",NA,NA,NA,NA,"860f4df223d157894b762859289a25b3","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","mice","2021-11-24","Multivariate Imputation by Chained Equations","3.14.0",NA,"R (>= 2.10.0)","broom, dplyr, generics, graphics, grDevices, lattice, methods,
Rcpp, rlang, stats, tidyr, utils, withr","cpp11, Rcpp","broom.mixed, decor, glmnet, haven, knitr, lme4, lmtest, MASS,
metafor, mitml, miceadds, nnet, pan, randomForest, ranger,
rmarkdown, rpart, survival, testthat",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"54f01735a6b618a15fdf4e080d879538","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","micEconIndex","2017-04-07","Price and Quantity Indices","0.1-6",NA,"R (>= 2.4.0)","miscTools (>= 0.6-1)",NA,"Ecdat (>= 0.1-5), micEcon (>= 0.6-12)",NA,"GPL (>= 2)",NA,NA,NA,NA,"e92fefab3189e552a816173cac714577","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","MicSim","2022-01-31","Performing Continuous-Time Microsimulation","1.1.0",NA,"R (>= 3.0.1), chron, snowfall, rlecuyer",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"fe592b4e35a910cdf560dbfe0204db28","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","MImix","2012-01-05","Mixture summary method for multiple imputation","1.0",NA,NA,NA,NA,"mitools",NA,"GPL-2",NA,NA,NA,NA,"81afde9b55f62533d381884833c8d30c","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","mipfp","2018-08-29","Multidimensional Iterative Proportional Fitting and Alternative
Models","3.2.1",NA,"cmm, Rsolnp, numDeriv, R(>= 2.10.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"b24019b0ac96bc4d0894eff479134dc0","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","missForest","2013-12-31","Nonparametric Missing Value Imputation using Random Forest","1.4",NA,"randomForest,foreach,itertools",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"ec6ef0925bb2a4f0d1a6df7772b41752","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","missMDA","2020-12-11","Handling Missing Values with Multivariate Data Analysis","1.18",NA,"R (>= 3.3.0)","FactoMineR (>=
2.3),ggplot2,graphics,grDevices,mice,mvtnorm,stats,utils,doParallel,parallel,foreach",NA,"knitr, markdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"1a98e41e1b51f7bb7e86670dbdcb5eb1","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","mitools","2019-04-26","Tools for Multiple Imputation of Missing Data","2.4",NA,NA,"DBI, methods, stats",NA,"RODBC, foreign",NA,"GPL-2",NA,NA,NA,NA,"2dab1b724fcdbf4009c45767c7dadb47","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","mix","2017-06-12","Estimation/Multiple Imputation for Mixed Categorical and
Continuous Data","1.0-10",NA,"stats",NA,NA,NA,NA,"Unlimited",NA,NA,NA,NA,"2f7215e53974b3135df0f1b1764ba769","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","nlme","2022-01-13","Linear and Nonlinear Mixed Effects Models","3.1-155","recommended","R (>= 3.4.0)","graphics, stats, utils, lattice",NA,"Hmisc, MASS",NA,"GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"6a47c7a7366fd41502be97c22a14136d","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","nomisr","2022-03-06","Access 'Nomis' UK Labour Market Data","0.4.6",NA,"R (>= 3.4.0)","jsonlite, tibble, dplyr, httr, utils, rsdmx, rlang, snakecase",NA,"knitr, rmarkdown, testthat, purrr, tidyr, magrittr, ggplot2,
scales, readr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"a330f740d63e54069a8b7d0cb99dd134","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","norm","2013-02-28","Analysis of multivariate normal datasets with missing values","1.0-9.5",NA,NA,NA,NA,NA,NA,"file LICENSE","yes","no",NA,NA,"9f47d2d8a4dff6d2ac7651c49e722722","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","OECD","2021-12-01","Search and Extract Data from the OECD","0.2.5",NA,NA,"httr (>= 0.6.1), readsdmx (>= 0.3.0), methods (>= 3.2.2), xml2
(>= 0.1.2)",NA,"rmarkdown, ggplot2, testthat, knitr",NA,"CC0",NA,NA,NA,NA,"9a3ca27942197ee6886aa610a7f9f14c","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","pan","2018-06-29","Multiple Imputation for Multivariate Panel or Clustered Data","1.6",NA,NA,NA,NA,"mitools, lme4",NA,"GPL-3",NA,"no",NA,NA,"86525839b38e045d2577eaf045269415","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","panelaggregation","2017-01-07","Aggregate Longitudinal Survey Data","0.1.1",NA,"R (>= 3.0.0), data.table (>= 1.9.4)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"26967b822dce60c208579ea45168d5c9","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","pps","2021-01-17","PPS Sampling","1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"d639aaaa13550a442ba018927b4f763a","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","PracTools","2022-01-18","Tools for Designing and Weighting Survey Samples","1.2.5",NA,"R (>= 2.10)",NA,NA,"doBy, foreign, lpSolve, markdown, plyr, pps, Rcpp, reshape,
roxygen2, sampling, samplingbook, survey, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"e2d63d97bb218067d8806ef85228a4a4","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","prevR","2020-08-28","Estimating Regional Trends of a Prevalence from a DHS and
Similar Surveys","3.4.1",NA,"R (>= 3.5.0)","sp, rgdal (>= 0.7), ggplot2, directlabels, GenKern, fields,
gstat, foreign, maptools, methods",NA,"tcltk, geoR, knitr, rmarkdown",NA,"CeCILL",NA,NA,NA,NA,"231eb8d81c8ba66f57d80f9d27adcb40","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","pxR","2020-06-07","PC-Axis with R","0.42.4",NA,"stringr, reshape2, RJSONIO, plyr",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"d34781c5b8d08a0b9d64b4f25b005326","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","pxweb","2021-10-09","R Interface to PXWEB APIs","0.12.0",NA,"R (>= 3.5.0)","checkmate, httr (>= 1.1), jsonlite",NA,"knitr, remotes, rmarkdown, testthat (>= 0.11)",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"3eef5754f4eb7fe774dc4ea5bd665e00","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","PxWebApiData","2021-10-11","PX-Web Data by API","0.7.0",NA,NA,"httr, rjstat, jsonlite, pxweb",NA,"knitr, rmarkdown, testthat",NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"002c9ddc563481633e6b83bfb92decf3","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","quantification","2016-11-12","Quantification of Qualitative Survey Data","0.2.0",NA,"car, stats",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"e65adea337af3623a921c309312fd49c","no",NA,"https://cran.rstudio.com/src/contrib"
